id,tag,description,category_originale,thumbs_up,thumbs_down,type_expression,valence_emotionnelle,intensite,energie,physiologie,tonalite,dimension_temporelle
1805,[modest],"Unassuming, humble",Emotion,6,2,emotion,ambivalent,modere,moyenne,non_applicable,non_applicable,non_applicable
981,[mom voice],Speaker uses stereotypical mom humor voice,Humor,6,1,humour,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
790,[mono fold],Speaker sounds like mono folded,Effects,10,3,effet_technique,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
1335,[monotone],Speaker speaks in flat unchanging tone,Styles,6,1,style_parole,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
1534,[monotone],Single-tone delivery,Rhythm,4,1,rythme_tempo,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
506,[monster story],Speaker sounds like they are in a monster story,Genre,12,3,genre_narratif,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
686,[mood clash],Speaker clashes with the mood,Dialogue,6,2,dialogue,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
685,[mood match],Speaker matches the mood,Dialogue,4,1,dialogue,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
457,[moralizing tone],Speaker uses preachy narrative style,Narrative,12,4,narration,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
1258,[mosquito buzz],Sound of mosquito buzzing,Sound Effects,11,3,effet_sonore,neutre,modere,non_applicable,non_applicable,non_applicable,non_applicable
23,[motivated afternoon],Speaker sounds driven and determined in the afternoon,Mood,7,2,humeur_tonale,neutre,modere,haute,non_applicable,non_applicable,matin
1765,[motivated],"Driven, inspired",Emotion,12,3,emotion,positif,modere,haute,non_applicable,non_applicable,non_applicable
387,[motivational tone],Speaker uses inspiring narrative voice,Narrative,14,4,narration,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
1174,[motorcycle roar],Sound of motorcycle engine revving,Sound Effects,12,4,effet_sonore,neutre,extreme,non_applicable,non_applicable,non_applicable,non_applicable
1209,[mouse click],Sound of computer mouse clicking,Sound Effects,7,2,effet_sonore,neutre,modere,non_applicable,non_applicable,non_applicable,non_applicable
318,[mouth dry],Speaker sounds like they have a dry mouth,Body States,5,1,etat_physique,neutre,modere,moyenne,sensation,non_applicable,non_applicable
319,[mouth watery],Speaker sounds like their mouth is watery,Body States,7,2,etat_physique,neutre,modere,moyenne,sensation,non_applicable,non_applicable
1029,[movie reference],Speaker references movies humorously,Humor,9,3,humour,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
1324,[mumble],Speaker speaks unclearly and quietly,Styles,14,4,style_parole,neutre,subtil,basse,non_applicable,non_applicable,matin
1574,[mumble],"Unclear, muffled speech",Vocal Effects,15,5,vocalisation_non_verbale,neutre,subtil,moyenne,non_applicable,non_applicable,non_applicable
1487,[mumbled],"Indistinct, quiet speech",Rhythm,12,3,rythme_tempo,neutre,subtil,basse,non_applicable,non_applicable,non_applicable
1573,[murmur],"Low, indistinct sound",Vocal Effects,6,1,vocalisation_non_verbale,neutre,subtil,moyenne,non_applicable,grave,non_applicable
282,[muscle twitch],Speaker sounds like they have muscle twitches,Body States,5,1,etat_physique,neutre,modere,moyenne,sensation,non_applicable,non_applicable
1291,[music box],Sound of music box playing,Sound Effects,7,2,effet_sonore,neutre,modere,non_applicable,non_applicable,non_applicable,non_applicable
523,[musical],Speaker sounds like they are in a musical,Genre,4,1,genre_narratif,neutre,modere,moyenne,non_applicable,douce,non_applicable
1787,[mysterious],"Enigmatic, secretive",Emotion,13,4,emotion,ambivalent,modere,moyenne,non_applicable,non_applicable,non_applicable
528,[mystery],Speaker sounds like they are in a mystery story,Genre,8,2,genre_narratif,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
474,[mythic fantasy],Speaker sounds like they are in a mythological fantasy,Genre,14,4,genre_narratif,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
374,[mythic tone],"Speaker uses legendary, mythical narrative",Narrative,14,4,narration,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
313,[nail tapping],Speaker sounds like they are tapping their nails,Body States,6,2,etat_physique,neutre,modere,moyenne,sensation,non_applicable,non_applicable
1792,[naive],"Inexperienced, trusting",Emotion,9,2,emotion,ambivalent,modere,moyenne,douleur,non_applicable,non_applicable
350,[narrative flourish],Speaker adds elaborate narrative embellishments,Narrative,10,3,narration,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
1448,[narrative],Speaker speaks in storytelling style,Styles,12,4,style_parole,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
1531,[narrative],Storytelling rhythm,Rhythm,11,3,rythme_tempo,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
362,[narrator aside],Speaker makes narrative asides to the audience,Narrative,4,1,narration,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
647,[narrator interrupts],Narrator interrupts the dialogue,Dialogue,6,1,dialogue,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
1529,[natural flow],Organic speech pattern,Rhythm,10,3,rythme_tempo,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
1378,[natural],Speaker speaks effortlessly,Styles,6,1,style_parole,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
997,[naughty wink],Speaker sounds mischievously flirtatious,Humor,6,1,humour,neutre,modere,moyenne,visage,non_applicable,non_applicable
571,[nautical],Speaker sounds like they are in a nautical story,Genre,11,3,genre_narratif,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
330,[neck crack],Speaker sounds like their neck is cracking,Body States,15,5,etat_physique,neutre,modere,moyenne,douleur,non_applicable,non_applicable
605,[negotiates],Speaker negotiates in the conversation,Dialogue,5,1,dialogue,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
1007,[nerd reference],Speaker makes nerdy humor references,Humor,15,5,humour,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
930,[nervous chuckle],Speaker chuckles nervously,Humor,4,1,humour,ambivalent,modere,moyenne,non_applicable,non_applicable,non_applicable
1358,[nervous],Speaker speaks with anxiety,Styles,9,3,style_parole,negatif,modere,moyenne,non_applicable,non_applicable,non_applicable
1731,[nervous],"Tense, apprehensive",Emotion,8,2,emotion,negatif,modere,moyenne,non_applicable,non_applicable,non_applicable
1454,[neutral],Speaker speaks without bias,Styles,5,1,style_parole,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
395,[news anchor tone],Speaker uses broadcast news narrative,Narrative,10,3,narration,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
1318,[newspaper rustle],Sound of newspaper rustling,Sound Effects,11,3,effet_sonore,neutre,modere,non_applicable,non_applicable,non_applicable,non_applicable
59,[night anxious],Speaker sounds worried and restless at night,Mood,12,3,humeur_tonale,negatif,fort,moyenne,non_applicable,non_applicable,nuit
53,[night cautious],Speaker sounds careful and wary at night,Mood,4,1,humeur_tonale,neutre,modere,moyenne,non_applicable,non_applicable,nuit
56,[night creative],Speaker sounds inspired and artistic at night,Mood,6,1,humeur_tonale,positif,modere,moyenne,non_applicable,non_applicable,nuit
52,[night dreamy],Speaker sounds ethereal and imaginative at night,Mood,9,2,humeur_tonale,positif,modere,moyenne,non_applicable,non_applicable,nuit
54,[night fearful],Speaker sounds scared and anxious at night,Mood,12,4,humeur_tonale,negatif,modere,moyenne,non_applicable,non_applicable,nuit
51,[night introspective],Speaker sounds reflective and self-examining at night,Mood,14,4,humeur_tonale,neutre,modere,moyenne,non_applicable,non_applicable,nuit
60,[night relieved],Speaker sounds calm and unburdened at night,Mood,11,3,humeur_tonale,ambivalent,modere,basse,non_applicable,non_applicable,nuit
58,[night serene],Speaker sounds peaceful and tranquil at night,Mood,6,2,humeur_tonale,positif,modere,basse,non_applicable,non_applicable,nuit
57,[night solitary],Speaker sounds alone and contemplative at night,Mood,9,2,humeur_tonale,neutre,modere,moyenne,non_applicable,non_applicable,nuit
55,[night wistful],Speaker sounds nostalgic and longing at night,Mood,12,4,humeur_tonale,neutre,modere,moyenne,non_applicable,non_applicable,nuit
1040,[nihilistic thought],Speaker conveys nihilistic thoughts and emptiness,Introspective,15,5,reflexif_interieur,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
413,[noir narration],"Speaker uses dark, noir narrative style",Narrative,12,4,narration,neutre,modere,moyenne,non_applicable,grave,nuit
495,[noir],Speaker sounds like they are in a film noir setting,Genre,14,4,genre_narratif,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
717,[noise gate],Speaker sounds like noise gated,Effects,5,1,effet_technique,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
1661,[nom nom],Eating enjoyment,Vocal Effects,6,1,vocalisation_non_verbale,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
1079,[nostalgic ache],Speaker conveys a nostalgic ache,Introspective,14,4,reflexif_interieur,neutre,modere,moyenne,douleur,non_applicable,non_applicable
27,[nostalgic afternoon],Speaker sounds wistful and sentimental in the afternoon,Mood,10,3,humeur_tonale,neutre,modere,moyenne,non_applicable,non_applicable,matin
1078,[nostalgic longing],Speaker conveys nostalgic longing,Introspective,7,2,reflexif_interieur,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
1077,[nostalgic reflection],Speaker conveys nostalgic reflection,Introspective,15,5,reflexif_interieur,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
1747,[nostalgic],Longing for the past,Emotion,5,1,emotion,ambivalent,modere,moyenne,non_applicable,non_applicable,non_applicable
275,[numb],Speaker sounds like they feel numbness,Body States,5,1,etat_physique,neutre,modere,tres_basse,sensation,non_applicable,non_applicable
1702,[nurturing],"Protective, supportive",Emotion,6,2,emotion,positif,modere,moyenne,non_applicable,non_applicable,non_applicable
1456,[objective],Speaker speaks impartially,Styles,9,3,style_parole,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
565,[occult],Speaker sounds like they are in an occult story,Genre,12,3,genre_narratif,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
164,[ocean waves],Speaker sounds like they are near ocean waves,Environment,4,1,environnement_acoustique,neutre,modere,non_applicable,non_applicable,non_applicable,non_applicable
1500,[off-beat],Unexpected timing,Rhythm,5,1,rythme_tempo,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
131,[office ambient],Speaker sounds like they are in a typical office environment,Environment,9,2,environnement_acoustique,neutre,modere,non_applicable,non_applicable,non_applicable,non_applicable
134,[office chatter],Speaker sounds like they are in an office with background conversations,Environment,8,2,environnement_acoustique,neutre,modere,non_applicable,non_applicable,non_applicable,non_applicable
1005,[office humor],Speaker makes workplace-related humor,Humor,5,1,humour,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
133,[office phone],Speaker sounds like they are in an office with phone activity,Environment,9,2,environnement_acoustique,neutre,modere,non_applicable,non_applicable,non_applicable,non_applicable
135,[office printer],Speaker sounds like they are near office equipment like printers,Environment,6,1,environnement_acoustique,neutre,modere,non_applicable,non_applicable,non_applicable,non_applicable
132,[office typing],Speaker sounds like they are in an office with typing sounds,Environment,8,2,environnement_acoustique,neutre,modere,non_applicable,non_applicable,non_applicable,non_applicable
1606,[ohh],Wonder or realization,Vocal Effects,15,4,vocalisation_non_verbale,positif,modere,moyenne,non_applicable,non_applicable,non_applicable
363,[omniscient narrator],Speaker uses an all-knowing narrative perspective,Narrative,15,4,narration,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
982,[one-liner],Speaker delivers a quick one-line joke,Humor,14,4,humour,neutre,modere,haute,non_applicable,non_applicable,rapide
1608,[ooh],Impressed exclamation,Vocal Effects,10,3,vocalisation_non_verbale,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
1650,[oops],Mistake acknowledgment,Vocal Effects,6,1,vocalisation_non_verbale,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
629,[opens loop],Speaker starts a new conversation thread,Dialogue,12,3,dialogue,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
525,[opera],Speaker sounds like they are in an opera,Genre,9,2,genre_narratif,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
1453,[opinionated],Speaker speaks with strong views,Styles,9,2,style_parole,neutre,fort,moyenne,non_applicable,non_applicable,non_applicable
1680,[optimistic],"Hopeful, positive outlook",Emotion,15,4,emotion,positif,modere,moyenne,non_applicable,non_applicable,non_applicable
432,[oral history style],Speaker uses spoken history narrative,Narrative,12,3,narration,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
1376,[organic],Speaker speaks naturally,Styles,6,1,style_parole,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
1546,[organic],Natural rhythm variation,Rhythm,5,1,rythme_tempo,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
1666,[ouch],Pain reaction,Vocal Effects,7,2,vocalisation_non_verbale,negatif,modere,moyenne,douleur,non_applicable,non_applicable
442,[over-the-top narration],Speaker uses exaggerated narrative style,Narrative,4,1,narration,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
968,[over-the-top villain laugh],Speaker does an exaggerated evil laugh,Humor,10,3,humour,positif,modere,moyenne,non_applicable,non_applicable,non_applicable
972,[overdramatic gasp],Speaker gasps with extreme drama,Humor,15,4,humour,neutre,extreme,moyenne,respiration,non_applicable,non_applicable
581,[overlapping speech],Speaker talks at the same time as others,Dialogue,6,2,dialogue,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
1513,[overstatement],Exaggerated timing,Rhythm,10,3,rythme_tempo,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
1667,[ow],Sharp pain sound,Vocal Effects,15,5,vocalisation_non_verbale,negatif,modere,moyenne,douleur,aigue,non_applicable
225,[owl hoot],Speaker sounds like they are hearing owl sounds,Environment,12,4,environnement_acoustique,neutre,modere,non_applicable,non_applicable,non_applicable,non_applicable
1254,[owl hoot],Sound of owl hooting,Sound Effects,4,1,effet_sonore,neutre,modere,non_applicable,non_applicable,non_applicable,non_applicable
1668,[oww],Extended pain cry,Vocal Effects,8,2,vocalisation_non_verbale,negatif,modere,moyenne,douleur,non_applicable,non_applicable
811,[PA system echo],Speaker sounds like PA system echo,Effects,8,2,effet_technique,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
1316,[page flip],Sound of book page turning,Sound Effects,12,4,effet_sonore,neutre,modere,non_applicable,non_applicable,non_applicable,non_applicable
227,[page flipping],Speaker sounds like they are hearing pages turning,Environment,9,3,environnement_acoustique,neutre,modere,non_applicable,non_applicable,non_applicable,non_applicable
299,[pale],Speaker sounds like they are pale,Body States,4,1,etat_physique,neutre,modere,moyenne,sensation,non_applicable,non_applicable
1567,[pant],"Quick, shallow breathing",Vocal Effects,7,2,vocalisation_non_verbale,neutre,modere,haute,respiration,non_applicable,rapide
244,[panting],Speaker sounds like they are breathing rapidly,Body States,12,3,etat_physique,neutre,modere,haute,respiration,non_applicable,rapide
1568,[panting],Rapid breathing pattern,Vocal Effects,15,4,vocalisation_non_verbale,neutre,modere,haute,respiration,non_applicable,rapide
1207,[paper ripping],Sound of paper tearing,Sound Effects,9,2,effet_sonore,neutre,modere,non_applicable,non_applicable,non_applicable,non_applicable
190,[paper shuffling],Speaker sounds like they are hearing paper being moved,Environment,11,3,environnement_acoustique,neutre,modere,non_applicable,non_applicable,non_applicable,non_applicable
492,[parallel universe],Speaker sounds like they are in an alternate reality,Genre,9,3,genre_narratif,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
564,[paranormal],Speaker sounds like they are in a paranormal story,Genre,12,3,genre_narratif,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
598,[paraphrases],Speaker rephrases what was said,Dialogue,15,5,dialogue,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
645,[parenthetical aside],Speaker makes a parenthetical comment,Dialogue,15,4,dialogue,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
422,[parodic tone],Speaker uses parody narrative style,Narrative,10,3,narration,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
957,[parody intro],Speaker sounds like a parody introduction,Humor,7,2,humour,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
512,[parody],Speaker sounds like they are in a parody,Genre,4,1,genre_narratif,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
1455,[partisan],Speaker speaks with clear bias,Styles,8,2,style_parole,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
1282,[party horn],Sound of party horn blowing,Sound Effects,10,3,effet_sonore,neutre,modere,non_applicable,non_applicable,non_applicable,non_applicable
1704,[passionate],"Intense, fervent",Emotion,12,3,emotion,positif,extreme,moyenne,non_applicable,non_applicable,non_applicable
1149,[past reflection],Speaker reflects on the past,Introspective,9,3,reflexif_interieur,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
1150,[past regret],Speaker conveys past regret,Introspective,6,2,reflexif_interieur,negatif,modere,moyenne,non_applicable,non_applicable,non_applicable
1799,[patient],"Tolerant, enduring",Emotion,12,4,emotion,ambivalent,modere,moyenne,non_applicable,non_applicable,non_applicable
585,[pause mid-sentence],Speaker pauses in the middle of speaking,Dialogue,15,4,dialogue,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
1473,[paused],With deliberate breaks,Rhythm,14,4,rythme_tempo,neutre,modere,moyenne,non_applicable,non_applicable,lent
440,[pauses for effect],Speaker uses strategic pauses in narrative,Narrative,12,4,narration,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
1474,[pauses],Strategic silence moments,Rhythm,15,5,rythme_tempo,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
5,[peaceful morning],Speaker sounds tranquil and relaxed in the morning,Mood,5,1,humeur_tonale,positif,modere,basse,non_applicable,non_applicable,matin
1679,[peaceful],"Calm, tranquil feeling",Emotion,10,3,emotion,positif,modere,basse,non_applicable,non_applicable,non_applicable
1320,[pen click],Sound of pen clicking,Sound Effects,15,5,effet_sonore,neutre,modere,non_applicable,non_applicable,non_applicable,non_applicable
1228,[pencil writing],Sound of pencil writing on paper,Sound Effects,8,2,effet_sonore,neutre,modere,non_applicable,non_applicable,non_applicable,non_applicable
1743,[pensive],"Thoughtful, reflective",Emotion,6,2,emotion,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
1354,[persuasive],Speaker speaks convincingly,Styles,12,3,style_parole,neutre,fort,moyenne,non_applicable,non_applicable,non_applicable
1646,[pfft],Dismissive sound,Vocal Effects,9,3,vocalisation_non_verbale,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
721,[phasing],Speaker sounds like phasing effect,Effects,6,2,effet_technique,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
1655,[phew],Relief or exhaustion,Vocal Effects,5,1,vocalisation_non_verbale,negatif,modere,moyenne,non_applicable,non_applicable,non_applicable
1045,[philosophical doubt],Speaker conveys philosophical doubt and questioning,Introspective,13,4,reflexif_interieur,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
1046,[philosophical insight],Speaker conveys philosophical insight and clarity,Introspective,8,2,reflexif_interieur,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
1044,[philosophical musing],Speaker conveys philosophical musings,Introspective,15,5,reflexif_interieur,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
358,[philosophical tone],"Speaker uses a deep, philosophical narrative",Narrative,7,2,narration,neutre,modere,moyenne,non_applicable,grave,non_applicable
1171,[phone ringing],Sound of telephone ringing,Sound Effects,8,2,effet_sonore,neutre,modere,non_applicable,non_applicable,non_applicable,non_applicable
1307,[photocopier],Sound of photocopier running,Sound Effects,5,1,effet_sonore,neutre,modere,non_applicable,non_applicable,non_applicable,non_applicable
948,[physical comedy],Speaker sounds like performing physical comedy,Humor,15,4,humour,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
1292,[piano keys],Sound of piano keys being pressed,Sound Effects,9,3,effet_sonore,neutre,modere,non_applicable,non_applicable,non_applicable,non_applicable
955,[pie-in-face],Speaker sounds like getting hit with a pie,Humor,9,2,humour,neutre,modere,moyenne,visage,non_applicable,non_applicable
1277,[pinball],Sound of pinball machine,Sound Effects,10,3,effet_sonore,neutre,modere,non_applicable,non_applicable,non_applicable,non_applicable
311,[pinch],Speaker sounds like they feel a pinching sensation,Body States,15,5,etat_physique,neutre,modere,moyenne,sensation,non_applicable,non_applicable
778,[ping‑pong delay],Speaker sounds like ping-pong delay,Effects,4,1,effet_technique,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
750,[pink noise],Speaker sounds like pink noise effect,Effects,13,4,effet_technique,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
1522,[pique pause],Curiosity-building break,Rhythm,8,2,rythme_tempo,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
569,[pirate adventure],Speaker sounds like they are in a pirate adventure,Genre,6,1,genre_narratif,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
584,[pitch rises],Speaker's voice pitch rises during dialogue,Dialogue,7,2,dialogue,neutre,modere,moyenne,non_applicable,aigue,non_applicable
702,[pitch shift down],Speaker sounds like pitch shifted down,Effects,15,5,effet_technique,neutre,modere,moyenne,non_applicable,aigue,non_applicable
703,[pitch shift up],Speaker sounds like pitch shifted up,Effects,9,3,effet_technique,neutre,modere,moyenne,non_applicable,aigue,non_applicable
175,[plane landing],Speaker sounds like they are hearing aircraft landing,Environment,15,4,environnement_acoustique,neutre,modere,non_applicable,non_applicable,non_applicable,non_applicable
171,[plane overhead],Speaker sounds like they are hearing aircraft overhead,Environment,9,3,environnement_acoustique,neutre,modere,non_applicable,non_applicable,non_applicable,non_applicable
174,[plane taking off],Speaker sounds like they are hearing aircraft takeoff,Environment,12,3,environnement_acoustique,neutre,modere,non_applicable,non_applicable,non_applicable,non_applicable
398,[play-by-play style],Speaker uses live sports narrative,Narrative,6,1,narration,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
800,[playback slowed‑down],Speaker sounds like slowed-down playback,Effects,14,4,effet_technique,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
799,[playback sped‑up],Speaker sounds like sped-up playback,Effects,13,4,effet_technique,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
920,[playful banter],"Speaker engages in light, playful humorous exchange",Humor,6,1,humour,positif,subtil,moyenne,non_applicable,aigue,non_applicable
986,[playful insult],Speaker makes playful insulting humor,Humor,14,4,humour,ambivalent,modere,moyenne,non_applicable,non_applicable,non_applicable
1755,[playful],"Fun-loving, mischievous",Emotion,11,3,emotion,positif,modere,moyenne,non_applicable,non_applicable,non_applicable
1353,[pleading],Speaker speaks in begging manner,Styles,5,1,style_parole,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
400,[podcast host],Speaker uses podcast hosting narrative,Narrative,15,5,narration,neutre,modere,moyenne,douleur,non_applicable,non_applicable
433,[poetic imagery],Speaker uses vivid poetic narrative,Narrative,7,2,narration,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
372,[poetic reading],Speaker uses poetic narrative rhythm,Narrative,9,2,narration,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
1445,[poetic],Speaker speaks with lyrical quality,Styles,13,4,style_parole,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
1274,[poker chips],Sound of poker chips clinking,Sound Effects,10,3,effet_sonore,neutre,modere,non_applicable,non_applicable,non_applicable,non_applicable
1384,[polished],Speaker speaks with refined delivery,Styles,9,2,style_parole,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
543,[political drama],Speaker sounds like they are in a political drama,Genre,11,3,genre_narratif,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
499,[political thriller],Speaker sounds like they are in a political thriller,Genre,7,2,genre_narratif,positif,modere,moyenne,non_applicable,non_applicable,non_applicable
1009,[pop culture nod],Speaker references popular culture humorously,Humor,12,3,humour,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
484,[post-apocalyptic],Speaker sounds like they are in a post-apocalyptic world,Genre,14,4,genre_narratif,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
104,[post-lunch creative],Speaker sounds inspired and imaginative after lunch,Mood,7,2,humeur_tonale,positif,modere,moyenne,non_applicable,non_applicable,non_applicable
105,[post-lunch motivated],Speaker sounds driven and energetic after lunch,Mood,8,2,humeur_tonale,positif,fort,haute,non_applicable,non_applicable,non_applicable
103,[post-lunch regained],Speaker sounds refreshed and revitalized after lunch,Mood,5,1,humeur_tonale,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
101,[post-lunch sleepy],Speaker sounds drowsy and sluggish after lunch,Mood,9,2,humeur_tonale,neutre,modere,basse,non_applicable,non_applicable,nuit
102,[post-lunch sluggish],Speaker sounds slow and lethargic after lunch,Mood,5,1,humeur_tonale,neutre,modere,basse,non_applicable,non_applicable,lent
1408,[pounding],Speaker speaks with heavy emphasis,Styles,12,4,style_parole,neutre,modere,moyenne,non_applicable,grave,non_applicable
1023,[prank call tone],Speaker sounds like making prank calls,Humor,15,5,humour,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
952,[pratfall sound],Speaker sounds like falling comedically,Humor,9,2,humour,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
209,[prayer],Speaker sounds like they are in a prayer atmosphere,Environment,11,3,environnement_acoustique,neutre,modere,non_applicable,non_applicable,non_applicable,non_applicable
1366,[precise],Speaker speaks with exact pronunciation,Styles,9,2,style_parole,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
682,[pregnant pause],Speaker makes a meaningful pause,Dialogue,9,3,dialogue,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
1156,[present awareness],Speaker conveys present awareness,Introspective,6,1,reflexif_interieur,negatif,modere,moyenne,non_applicable,non_applicable,non_applicable
1157,[present calm],Speaker conveys present calm,Introspective,15,5,reflexif_interieur,ambivalent,modere,basse,non_applicable,non_applicable,non_applicable
1155,[present moment],Speaker focuses on the present moment,Introspective,10,3,reflexif_interieur,negatif,modere,moyenne,non_applicable,non_applicable,non_applicable
1158,[present unrest],Speaker conveys present unrest,Introspective,12,4,reflexif_interieur,negatif,modere,moyenne,non_applicable,non_applicable,non_applicable
610,[presses pause],Speaker pauses to emphasize,Dialogue,14,4,dialogue,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
1305,[printer],Sound of printer printing,Sound Effects,15,4,effet_sonore,neutre,modere,non_applicable,non_applicable,non_applicable,non_applicable
18,[productive midday],Speaker sounds efficient and accomplished at midday,Mood,9,3,humeur_tonale,neutre,modere,moyenne,non_applicable,non_applicable,matin
1368,[professional],Speaker uses business-like delivery,Styles,4,1,style_parole,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
1028,[programmer pun],Speaker makes programming-related puns,Humor,15,4,humour,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
1392,[projecting],Speaker speaks to reach large audience,Styles,15,5,style_parole,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
1442,[proper],Speaker uses correct formal language,Styles,15,5,style_parole,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
600,[proposes],Speaker proposes something in dialogue,Dialogue,6,1,dialogue,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
1446,[prosaic],Speaker speaks in ordinary manner,Styles,6,1,style_parole,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
371,[prose reading],Speaker reads with literary prose style,Narrative,13,4,narration,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
1691,[proud],Dignified satisfaction,Emotion,14,4,emotion,positif,modere,moyenne,non_applicable,non_applicable,non_applicable
1641,[psst],Attention-getting whisper,Vocal Effects,6,1,vocalisation_non_verbale,neutre,subtil,moyenne,non_applicable,non_applicable,non_applicable
500,[psychological thriller],Speaker sounds like they are in a psychological thriller,Genre,6,1,genre_narratif,neutre,modere,moyenne,non_applicable,non_applicable,non_applicable
